query,date,age,gender
suds_drainage,20210215,35-54,Male
importance_of_water_on_earth,20210215,55+,Male
alan_turing_climate_hange_and_environmental_science,20210215,Under 35,Male
ladies_wide_legged_trousers_size_28,20210215,55+,Female
sustainable_aviation_news,20210215,35-54,Female
seed_madagascar,20210215,Under 35,NULL
up_circle_face_serum_reviews,20210215,55+,Female
sustainable_aviation_news,20210215,35-54,Female
boxes_for_ceramics_eco,20210215,55+,Male
university_of_kent_sustainability_rank,20210216,Under 35,Female
envac,20210216,55+,Female
thelogstock,20210216,55+,Male
does_oreo_use_sustainable_palm_oil_2021,20210216,35-54,Female
kingspan_insulation,20210216,55+,Male
susdrain,20210216,55+,Male
yazd_water_system,20210216,35-54,Female
wp_group_southampton,20210216,55+,Male
ozlem_baskaya_leg_suit,20210216,35-54,Male
wpgroup,20210216,55+,Male
bio_mass_suppliers,20210216,55+,Female
how_to_make_cafes_more_sustainable,20210216,Under 35,Male
secondary_research_for_students_recycling_on_campus_uk,20210216,Under 35,Female
how_to_make_cafes_more_sustainable,20210216,Under 35,Male
middlesex_university_suds_and_bgi,20210216,55+,Female
whatlydiamade,20210216,Under 35,Female
contact_details_for_nicholas_johnson_former_nasa_chief_scientist,20210216,35-54,Male
charles_raby_timber,20210216,55+,Male
bitcoin_price_today,20210217,55+,NULL
are_garden_centres_open_in_republic_of_ireland,20210217,55+,Female
2021_new_build_houses_uk_do_they_have_attic_space,20210217,55+,NULL
eneco_trading_energy,20210217,35-54,Female
promoting_a_sustainable_traditional_technique_of_aquifers_water_acquisition_common_to_arid_lands_the_case_of_ghassem_abad_qanat_in_yazd_province_iran,20210217,35-54,Female
leading_with_a_sustainable_purpose,20210217,55+,Male
sustainable_furniture_cornwall,20210217,55+,Male
bitcoin_price,20210217,55+,Female
bitcoin,20210217,35-54,Male
we_are_thought_clothing,20210217,55+,Female
boots_recycling_scheme,20210217,55+,Male
five_fords_wwtw_wrexham,20210218,55+,Male
environment_health_for_surrey_county,20210218,55+,Female
ox_cam_arc,20210218,55+,Female
breeam_tutorials_free_for_students,20210218,35-54,Female
scoping_the_sustainablefinance_landscape_in_africa,20210218,35-54,Female
daikin_air_source_heat_pump_system,20210218,55+,Male
scandinavian_furniture,20210218,NULL,Male
roughly,20210218,Under 35,Female
bitcoin,20210218,55+,Male
bitcoin,20210218,55+,Female
bitcoin,20210218,35-54,Male
covid_sustainability_in_child_care,20210218,35-54,Female
glass_drinks_bottle,20210219,55+,Male
james_carthew,20210219,55+,Male
wooden_picnic_tables,20210219,35-54,Male
keeping_chickens_in_an_ark,20210219,55+,Male
5_explain_the_meaning_of_sustainability_in_terms_of_resource_management_in_adult_care,20210219,55+,Female
smart_masks,20210219,55+,Male
daikin_air_source_heat_pump_system,20210219,55+,Male
sustinable_construction_considerations,20210219,35-54,Female
fast_forward_audit,20210219,35-54,Female
tackling_flood_risk_and_promoting_sustainable_water_management,20210219,35-54,Female
5_explain_the_meaning_of_sustainability_in_terms_of_resource_management_adult_care,20210219,55+,Female
sustainability_challenges_in_glasgow,20210219,Under 35,Male
freegan_information_web_site,20210219,55+,Male
aviation_fuelling_company_magazine_articles,20210219,35-54,Female
palantir,20210219,35-54,NULL
5_explain_the_meaning_of_sustainability_in_terms_of_resource_management,20210219,55+,Female
bitcoin,20210219,35-54,Male
rudolf_mossbauer_skin_care,20210219,35-54,Female
african_architecture,20210219,55+,Male
land_rover_raw_materials,20210219,Under 35,NULL
garden_furniture_importers,20210219,55+,Male
ncnean_distillery,20210220,55+,Male
describe_a_minimum_of_two_sustainable_ways_of_working,20210220,35-54,Male
thought_clothing,20210220,55+,Male
enviropak,20210220,Under 35,Male
merchery_corportate_swag,20210220,55+,Female
france_africa_summit_2020,20210220,55+,Male
simple_index_method_suds_method,20210220,55+,Male
describe_a_minimum_of_two_sustainable_ways_of_working,20210220,35-54,Male
lg_green_bonds_ucits_etf,20210220,35-54,Male
probation_officer_failed_due_to_high_workload,20210220,35-54,Female
simple_index_approach_suds_proprietary_devices_indices_list_pdf,20210220,55+,Male
kids_ethical_hoodies,20210220,35-54,Female
simple_index_approach_suds_proprietary_devices_indices_list,20210220,55+,Male
eco_heaters,20210220,55+,Male
lidl_mussels,20210220,55+,Male
paypal_bitcoin,20210220,35-54,Male
uk_drought_management_sustainable_water_conservation_on_site,20210220,55+,Female
organic_clothing,20210220,35-54,Male
are_theri_stocks_and_shares_isas_for_sustainable_funds,20210221,35-54,Female
re_production_medical_glass_bottles_with_stoppers,20210221,55+,Female
leeds_united,20210221,55+,Male
cushion_for_recling_chairs,20210221,55+,Female
doe_algae_produce_carbon_dioxide,20210221,35-54,Female
leeds_united,20210221,35-54,Female
ecofriendly_faux_fur_coat_sale,20210221,55+,Female
burberry_pam_batty,20210221,35-54,Female
thought_clothing,20210221,55+,Female
water_bottle_with_timings,20210221,55+,Male
leeds_united,20210221,35-54,Male
bitcoin_price,20210222,55+,Female
sustainability_banking_case_studies_on_busines_planning_and_ethical_practices,20210222,35-54,Female
quorn_advertising_2020,20210222,35-54,Female
quercusfp,20210222,35-54,Male
amazing_african_designer,20210222,35-54,Female
detailed_government_roadmap_2021,20210222,35-54,Female
brexit,20210222,55+,Male
royal_society_of_chemistry_plastic_packaging,20210222,55+,Male
california_going_down,20210222,35-54,Female
are_lidl_scottish_mussels_good_quality,20210222,55+,Male
is_eva_solo_a_sustainablebrand,20210223,35-54,Male
grow_dood_for_free,20210223,35-54,Female
what_products_commonly_contain_palm_oil,20210223,35-54,Female
garden_furnitire,20210223,55+,Male
air_source_heat_pumps_reviews,20210223,55+,Female
wilson_et_al_2012_biofuel_technology,20210223,35-54,Male
schoolarly_definition_of_organic_pesticides,20210223,35-54,Male
gfg_alliance,20210223,35-54,Male
when_was_the_first_flight_using_sustainable_aviation_fuel,20210223,35-54,Female
hamptons_estate_worcester_park_warranty_check,20210223,35-54,Female
breeam,20210224,55+,Male
best_sustinable_fashion_brands,20210224,Under 35,Female
irish_lockdown,20210224,55+,Male
sustainable_clothing_brands,20210224,35-54,Female
sustainable_waterproof_fabric,20210224,35-54,Female
chun_mee_lee_rattan_furniture_singapore,20210224,55+,Female
which_journal_can_i_access_on_business_sustianability,20210224,Under 35,Female
aspiga_london,20210224,55+,Male
bma_climate_policy,20210224,35-54,Female
masdar_city_sustainable,20210224,Under 35,Female
advanced_sustainable_materials_constructions,20210224,Under 35,Female
nobel_laureate_amartya_sen_social_sustainability_has_5_dimensions,20210224,35-54,Female
sustainable_investment_funds,20210224,55+,Male
thought_clothing,20210224,55+,Male
ikea_uk,20210224,55+,Female
done_good,20210224,35-54,Female
gucci_supply_chain,20210224,Under 35,Male
thought_clothing,20210224,55+,Male
vegan_clothing_uk,20210224,55+,Female
sustainable_kids_waterproof,20210224,35-54,Female
ebay_comfy_furniture_wooden_wardrobes,20210224,55+,Male
enel,20210224,35-54,Male
thought_clothing,20210224,55+,Female
pillars_of_sustainable_development,20210224,Under 35,Female
kirkbi_as,20210225,55+,Male
john_lewis,20210225,55+,Male
unsustainable_materials,20210225,55+,Male
sunlounger_padded_seat_cushions,20210225,55+,Female
unsustainable_materials_construction,20210225,55+,Male
two_maintainable_fishing_methods,20210225,35-54,Female
parcceirw,20210225,55+,Male
data_exhange_technologies_in_african_airports,20210225,35-54,Female
is_over_insulation,20210225,NULL,Male
nacnean,20210225,55+,Female
wwwbluesigncom,20210225,35-54,Female
lunawood_thermowood,20210226,55+,Female
nc_nean,20210226,55+,Female
what_is_corporate_sustainability,20210226,35-54,Male
ethical_activewear_men_uk,20210226,NULL,Female
do_environmental_issues_of_the_anthropocene_require_new_approaches_to_governance,20210226,55+,Male
kitchen_worktops_green,20210226,55+,Female
ryan_tubridy,20210226,55+,Female
bluesign,20210226,35-54,Female
the_importance_of_the_strategic_environment_in_health_and_social_care_and_the_implications_for_the_individual,20210226,35-54,Female
outdoor_garden_one_piece_wooden_benches_for_sale,20210227,55+,Male
north_carolina_international_community_eco_living,20210227,35-54,NULL
thought_clothing,20210227,55+,Male
sustainable_meaning_in_malayalam,20210227,35-54,Female
thought_bamboo_socks,20210227,55+,Female
garden_furniture_sale,20210227,35-54,Female
hotmax_briquette_suppliers_hampshire_england,20210227,55+,Male
sustainability_statistics_in_business,20210227,Under 35,Male
garden_furniture,20210227,35-54,Female
ireland_corporation_tax_issue_and_the_eu,20210227,55+,Female
amazon_sustainability_initiatives_program,20210227,35-54,Female
childrens_picnic_table_and_bench_set,20210227,55+,Female
amazon_sustainability_initiatives,20210227,35-54,Female
amazon_sustainability,20210227,35-54,Female
suistainable_development_and_neighbourhood_design,20210228,55+,Male
arket_clothing,20210228,55+,NULL
ferran_soriano,20210228,55+,Male
zara_environmental_impact,20210228,Under 35,Female
thought,20210228,55+,Female
robertson_construction,20210228,35-54,Male
iema,20210228,35-54,Female
eco_clothing,20210301,35-54,Female
britishvolt,20210301,55+,Male
shv,20210301,55+,Male
neat_clean,20210301,35-54,Female
gaia_environmentalist,20210301,35-54,Female
chuka_umunna,20210301,35-54,Female
alternatives_to_gas_central_heating_systems,20210301,55+,Male
ikea_sustainability,20210301,Under 35,Female
fairtrade_dresses_uk,20210301,35-54,Female
hs2_reduce_short_distance_air_travel,20210301,35-54,Female
sustain_the_green_house,20210301,35-54,Female
all_birds_trainers_rrviews,20210301,55+,Female
falfish,20210302,55+,Male
falfish_cornwall,20210302,55+,Male
sainsburys_sustainability,20210302,35-54,Female
corner_bench,20210302,55+,Female
energy_assessment_uk,20210302,35-54,Female
sport_megaevents_can_legacies_and_development_be_equitable_and_sustainable_coackley_2013,20210302,Under 35,Male
best_green_energy_investments,20210302,55+,Male
falfish,20210302,35-54,Male
wooden_garden_furniture,20210302,35-54,Female
falfish,20210302,Under 35,Male
growth_and_life_cycle_analysis,20210302,Under 35,Male
high_level_committee_on_climate_change_finance,20210303,55+,Female
sastanible_prduction_is,20210303,35-54,Male
crops_to_export_to_netherlands,20210303,35-54,Male
britishvolt_shares,20210303,35-54,Female
iseal_alliance,20210303,35-54,Male
cardboard_deodorant_tubes_uk,20210303,35-54,Female
jpmorgan_japan_sustainable_fund,20210303,Under 35,Female
thegreeningofmusicfestivalspdf,20210303,Under 35,Male
future_of_cities,20210303,55+,Female
ecofriendly_chenille_jumper,20210303,55+,Female
ikea_sustainability,20210303,35-54,Female
bohhoo_and_sustainabilitry,20210303,35-54,Male
world_wildlife_day_2021,20210303,35-54,Female
world_wildlife_day,20210303,35-54,Female
fitbit3,20210303,55+,Female
sustainable_running_shoes,20210303,35-54,Male
thought,20210304,35-54,Female
best_ethical_investment_trusts,20210304,55+,Female
early_years_sustainability_fund_covid,20210304,35-54,Male
house_developments_in_martham_norfolk,20210304,55+,Male
john_lewis_and_sustainability,20210304,35-54,Male
climate_change_project_and_communications_support_officer_lambeth_london,20210304,Under 35,Female
are_government_grants_available_for_golf_course_irrigation_systems,20210304,55+,Male
breeam,20210304,55+,Male
best_sustainable_house_construction_methods,20210304,35-54,Female
uk_best_sustainable_reusable_water_bottle,20210304,35-54,NULL
world_wildlife_day,20210305,35-54,Male
hut_group_recycling,20210305,35-54,Male
ff_mom_jeans,20210305,55+,Female
sdm_cp1_planning,20210305,55+,Male
sustainable_fabrics_for_jumpers,20210305,35-54,Female
quint_newcomer_georgia,20210305,55+,Female
vertical_gardens_on_buildings,20210305,35-54,Female
celtic_subtainables,20210306,35-54,Female
sustainability_og_resources,20210306,Under 35,Male
boots_to_recycle_no7,20210306,35-54,Female
sustainable_housing_development_in_the_countryside,20210306,55+,Female
universal_beverages_ledbury_aquabio,20210306,55+,Male
travalyst,20210306,55+,Male
community_clothing,20210306,35-54,Female
wooden_corner_bench,20210307,35-54,Female
business_issue_environmental_sustainability,20210307,35-54,Male
definition_of_sustainability_from_the_rio_earth_summit,20210307,55+,Male
land_roadmap,20210307,35-54,Female
sustainable_farming_grants_uk,20210308,35-54,Male
compare_and_contrast_the_natural_phase_and_the_bequest_sustainability,20210308,35-54,Male
hwo_can_the_commercial_real_esate_marekt_become_more_sustainable,20210308,Under 35,Female
chemistry_oil_spill_cleanup_seabirds,20210308,35-54,Male
compare_and_contrast_the_natural_phase_and_the_bequest_sustainability,20210308,35-54,Male
scharpak,20210308,35-54,NULL
japan_stock_index_prospect_2021_economic_recovery,20210308,35-54,Female
grants_robot_farming,20210308,35-54,Male
eco_heating,20210308,55+,Male
fundraising_regulator,20210308,35-54,Female
side_of_salmon_to_buy,20210308,55+,Female
charles_raby_timber,20210308,55+,Male
preuss_l_2009_addressing_sustainable_development_through_public_procurement_the_case_of_local_government_supply_chain_management_14_3_pp_213223,20210309,35-54,Female
falfish,20210309,35-54,Male
dfs_sofas_sustainability,20210309,35-54,Female
manifesto_woman,20210309,55+,Female
how_to_make_a_business_growth_sustainable,20210309,Under 35,Male
vauban_eco_town_frieburg_lessons_learned,20210309,Under 35,Male
arket_clothing,20210309,55+,Female
whats_the_happy_meal_fift_march_2021,20210309,35-54,Female
vauban_eco_town_frieburg_failures,20210309,Under 35,Male
vauban_eco_town_frieburg_lessons_learned,20210309,Under 35,Male
edienet,20210309,Under 35,Female
aspiga,20210309,35-54,Male
marketing_sustainable,20210309,55+,Female
teracube_2e,20210310,35-54,Female
egan_review_skills_for_sustainable_communities,20210310,35-54,Female
white_arkitekter,20210310,35-54,Male
hard_wood_timber_suppliers_in_devon,20210310,55+,Female
balbinny_farm_holiday_cottages,20210310,35-54,Female
red_head_studios_shiraz,20210310,35-54,Male
top_uk_ethically_sourced_furniture,20210310,35-54,Female
sustainable_intensification_brazil,20210310,Under 35,Female
hot_max_logs,20210310,55+,Male
sustainable_intensification_brazil,20210310,Under 35,Female
egan_review_skills_for_sustainable_communities,20210310,35-54,Female
a_manufacturer_of_indoor_public_seating_has_asked_you_to_produce_a_range_of_designs,20210310,55+,Female
www_the_peppermint_magazine,20210310,55+,Female
air_to_water_heat_pump_prices,20210310,55+,Male
patio_dining_set_with_parasol,20210310,55+,Male
bream,20210310,35-54,Male
esg_loan_risk_weight,20210311,35-54,Female
breeam_assessment,20210311,55+,Male
kingfisher_sustainability,20210311,35-54,Female
timber_merchants_in_north_devon,20210311,55+,Female
best_ethical_investment_trusts,20210311,55+,Female
oneplanetcapital,20210311,35-54,Male
sustainable_urban_drainage_systems_technology_innovation_management,20210311,35-54,Male
e_textint_hk_ltd,20210311,Under 35,Female
air_source_heat_pump_efficiency_ratings,20210311,55+,Male
sustainable_communities_egan_equity,20210311,35-54,Female
boots_manchester_recycling_empties,20210311,35-54,Female
sustainable_communities_egan_equity,20210311,35-54,Female
